package	rank	percentile
gitdb2	504	83.79019948327857
holidays	505	83.81625890742849
aws-sam-translator	506	83.84202866334331
junit-xml	507	83.86763805969453
azure-mgmt-compute	508	83.89310191734984
uamqp	509	83.91852691194586
pytest-timeout	510	83.94389985427007
wtforms	511	83.96911214036608
backports-ssl-match-hostname	512	83.99428503187879
autopep8	513	84.01940198975815
django-cors-headers	514	84.04445444781457
antlr4-python3-runtime	515	84.06938194827997
pycares	516	84.09421376205901
user-agents	517	84.11902916039826
tblib	518	84.14379395270548
pyserial	519	84.16855581545003
pyhive	520	84.19322194206413
mmh3	521	84.21786686952217
subprocess32	522	84.24236416927127
django-filter	523	84.26679924362584
simple-salesforce	524	84.29117043620865
pygithub	525	84.31549986089158
django-extensions	526	84.3397904719593
cchardet	527	84.3640593276249
moto	528	84.38829707059324
w3lib	529	84.4124222787996
bokeh	530	84.43638346857924
gspread	531	84.46033704396814
s3cmd	532	84.48402656316357
scp	533	84.50761962928917
knack	534	84.5311346602706
pywin32	535	84.5545485780762
azure-mgmt-network	536	84.57791483177346
cfn-lint	537	84.60127235858782
sentencepiece	538	84.62454128158255
twine	539	84.64774820168118
promise	540	84.67089374929594
lunardate	541	84.69402281966578
inflect	542	84.7170554987709
simplegeneric	543	84.73990116794481
passlib	544	84.7626827699316
scapy	545	84.7853367937903
azure-batch	546	84.80795369749407
geographiclib	547	84.83053076161767
pathlib	548	84.85305896261363
docker-compose	549	84.87556255281092
azure-cli-core	550	84.89800153193606
parse	551	84.92041204362306
jira	552	84.94276958832246
sh	553	84.9650944751966
sphinx-rtd-theme	554	84.98727763057022
tomlkit	555	85.00943768319007
pystache	556	85.03147782151666
requests-mock	557	85.05350058024358
azure-mgmt-datalake-nspkg	558	85.0755111015568
influxdb	559	85.09750455229596
bottle	560	85.1194665565902
azure-mgmt-core	561	85.14138459272228
pika	562	85.16325374100465
lz4	563	85.18508673329201
zope-deprecation	564	85.20689290215739
yamllint	565	85.22862109768376
munch	566	85.25030065258089
pycountry	567	85.27196565855284
ipdb	568	85.29357235757486
pysocks	569	85.31514187463686
pyaml	570	85.33667685499796
pyperclip	571	85.35816938760284
sqlalchemy-utils	572	85.37955775385895
youtube-dl	573	85.40087493297818
shellingham	574	85.4221590216363
google-cloud-spanner	575	85.44341754769691
email-validator	576	85.46467252614364
azure-servicebus	577	85.48588477253061
cerberus	578	85.50707903362775
dockerpty	579	85.52826005606823
azure-mgmt-sql	580	85.54928016269902
setuptools-git	581	85.57022068905766
zeep	582	85.59111208034615
configargparse	583	85.6119184401509
datetime	584	85.63264707383712
netifaces	585	85.65330735106093
semantic-version	586	85.67395650336319
redis-py-cluster	587	85.69458920314257
pytest-html	588	85.71519924516508
azure-mgmt-monitor	589	85.73580625873672
voluptuous	590	85.75627060136999
opencensus-context	591	85.77662914599934
pycalverter	592	85.79696854340261
google-cloud-bigtable	593	85.81728658095649
pyluach	594	85.83756664544484
thinc	595	85.85783783471798
ddtrace	596	85.87799635325788
python3-openid	597	85.89812362312927
spacy	598	85.91824212903467
schema	599	85.93830819947648
flask-wtf	600	85.95835393603394
elasticsearch-dsl	601	85.97823352806856
xlwt	602	85.99810287281434
ezfntesting	603	86.01793169812363
google	604	86.03754424259698
pkgconfig	605	86.05715045822609
azureml-core	606	86.07663615387173
azure-mgmt-batch	607	86.0960692039164
parameterized	608	86.11548273590428
google-apitools	609	86.13489530373228
invoke	610	86.15428088744501
azure-mgmt-rdbms	611	86.17358377590757
jpype1	612	86.19288003886129
azure-mgmt-web	613	86.21216615341434
hypothesis	614	86.23124523317739
pytest-rerunfailures	615	86.25030484432772
murmurhash	616	86.26933647011984
hdfs	617	86.28827638947533
phonenumbers	618	86.30720813819399
brotli	619	86.32612438618862
preshed	620	86.34502587512067
pip-tools	621	86.36387485442299
convertdate	622	86.38269167034103
tensorflow-addons	623	86.40150218213685
cymem	624	86.42018553607937
plac	625	86.43881539151027
azure-mgmt-iothub	626	86.45739787949742
flask-login	627	86.4759796134621
setproctitle	628	86.49448880057726
imbalanced-learn	629	86.51299781463808
marshmallow-enum	630	86.5315068163379
uwsgi	631	86.5499712689074
koalas	632	86.56840327378906
opencensus	633	86.58683396840217
semver	634	86.6052603242959
azure-mgmt-devtestlabs	635	86.6236563709589
azure-mgmt-containerservice	636	86.64202193533687
pep8	637	86.66038129448081
azure-cosmos	638	86.67870497970965
validators	639	86.69700885021712
pymeeus	640	86.71527733111304
webob	641	86.7335421778679
poetry	642	86.7517068756068
twilio	643	86.76987051029764
reportlab	644	86.78798172188591
jellyfish	645	86.80608692601656
dateparser	646	86.82415685178488
parsedatetime	647	86.84212090538311
cleo	648	86.86007148546526
django-storages	649	86.87800687384897
pypdf2	650	86.89594071710471
azure-mgmt-datalake-store	651	86.91387025872409
blis	652	86.93179638870087
srsly	653	86.94964610282764
pastel	654	86.96747994539966
pytest-metadata	655	86.98529668031455
azure-keyvault-secrets	656	87.00306918748576
azure-mgmt-cosmosdb	657	87.02083525456351
findspark	658	87.03859706944901
google-cloud-firestore	659	87.05626602832265
parsel	660	87.07390213159466
azure-mgmt-datalake-analytics	661	87.0915148725314
wasabi	662	87.10912266905858
tokenizers	663	87.12672898226288
sympy	664	87.14427703796133
coloredlogs	665	87.16180975362909
pytest-django	666	87.17932567066529
pyrfc3339	667	87.19682519698374
clikit	668	87.21427065618347
azure-storage	669	87.23166083688412
newrelic	670	87.2490382733691
smmap2	671	87.26641107447007
pylev	672	87.28371333120742
azure-mgmt-loganalytics	673	87.30097054437353
factory-boy	674	87.31821746080666
queuelib	675	87.33544637958897
scrapy	676	87.352665879271
backports-tempfile	677	87.36986599686752
pydispatcher	678	87.38704390170399
pystan	679	87.4042042168034
sshpubkeys	680	87.42131165144237
cachy	681	87.43823349766787
progressbar2	682	87.45507711097281
pyfarmhash	683	87.47190513702658
codecov	684	87.48868816895319
pydocstyle	685	87.50540116331814
torchvision	686	87.52211266199919
shap	687	87.53880796773888
python-utils	688	87.55548102363547
sacremoses	689	87.5721156861917
avro	690	87.58870565128532
linecache2	691	87.60527091905313
argh	692	87.62183215712712
deprecation	693	87.63835741226043
google-cloud-monitoring	694	87.65481356926989
multiprocess	695	87.67126672255053
korean-lunar-calendar	696	87.6876421991567
tensorflow-hub	697	87.70401695882349
supervisor	698	87.72038499409325
backports-shutil-get-terminal-size	699	87.7367453284451
commonmark	700	87.75306227560291
transformers	701	87.76935395682777
python-gnupg	702	87.78556527903599
azure-mgmt-media	703	87.80173091489971
azure-kusto-data	704	87.81787548757862
google-cloud-vision	705	87.83395914513156
azure-cli-telemetry	706	87.84993895772234
fbprophet	707	87.86585940031512
backports-abc	708	87.88173337781889
azure-eventhub	709	87.8975752042994
aenum	710	87.91341549801292
intervaltree	711	87.92924532193919
unittest2	712	87.94502502191335
coreschema	713	87.96075595764805
flask-restful	714	87.97646686852397
itypes	715	87.99214913890742
coreapi	716	88.00781745369483
fabric	717	88.02346262864542
fire	718	88.03909458966142
google-cloud-secret-manager	719	88.05462394181765
grpcio-gcp	720	88.0701517488459
click-plugins	721	88.08557801006246
tifffile	722	88.10095082221149
patch	723	88.11624679823568
distributed	724	88.13144585147114
azure-mgmt-iotcentral	725	88.14663049175267
boxsdk	726	88.16175922312291
cattrs	727	88.17683752151547
django-debug-toolbar	728	88.19191223521108
pox	729	88.20692621919606
python-snappy	730	88.2219274342433
azure-storage-nspkg	731	88.23687723979197
azure-mgmt-cdn	732	88.25175631556162
pytesseract	733	88.266625947509
watchtower	734	88.28146169788974
tld	735	88.29629660772085
expiringdict	736	88.3111187362532
pyee	737	88.32588399171439
sasl	738	88.3406423868073
traceback2	739	88.35537435403101
bz2file	740	88.37009022720154
catalogue	741	88.38475077242892
azure-mgmt-redis	742	88.39938946336596
venusian	743	88.41399601564073
ppft	744	88.42853654768665
marshmallow-sqlalchemy	745	88.44304354427459
azure-mgmt-eventhub	746	88.45747433514994
azure-cli-nspkg	747	88.47182668296732
azure-mgmt-datafactory	748	88.4861606375811
dotnetcore2	749	88.50049008042112
terminaltables	750	88.51478946125091
azure-mgmt-cognitiveservices	751	88.52905842160078
cx-oracle	752	88.54332331517378
apscheduler	753	88.55758075504934
azure-mgmt-containerinstance	754	88.57183054345107
pathos	755	88.58605251954894
ansible-base	756	88.60024170185028
azure-mgmt-trafficmanager	757	88.61439792966179
azure-mgmt-dns	758	88.62854716113375
authlib	759	88.64268200437384
sqlalchemy-redshift	760	88.6567860192202
heapdict	761	88.6708854975708
pycairo	762	88.68496762104377
apispec	763	88.69902887910833
ldap3	764	88.71304482165911
pyroute2	765	88.7270482301316
thrift-sasl	766	88.7410416261747
graphql-core	767	88.7550019193957
cligj	768	88.76896076637688
uvicorn	769	88.78291439700597
zict	770	88.79682628445718
dicttoxml	771	88.81069736816836
stripe	772	88.82454375455372
numexpr	773	88.83833293412026
python-consul	774	88.85210590838442
pyxdg	775	88.86587816570918
mpmath	776	88.87955642980788
azure-mgmt-eventgrid	777	88.89320124497578
waitress	778	88.90684461390389
google-cloud-language	779	88.92042146816216
bitarray	780	88.9339868513902
azure-loganalytics	781	88.9475406399778
eventlet	782	88.96106912554937
flask-babel	783	88.97456503982286
starlette	784	88.988055094971
google-cloud-videointelligence	785	89.00148730052709
cognite-sdk	786	89.01491341209837
pypika	787	89.0283101291547
bandit	788	89.04170573371889
mongoengine	789	89.05507702414899
fiona	790	89.06840726361857
demjson	791	89.08172787385048
azureml-dataprep-native	792	89.09492518286858
wandb	793	89.10810327049444
starkbank-ecdsa	794	89.12125061625375
pygobject	795	89.13439141067037
binaryornot	796	89.14748418250898
elementpath	797	89.16056276389209
django-redis	798	89.17360750079165
flask-caching	799	89.18662203970972
azureml-dataprep	800	89.19961987888443
azure-mgmt-marketplaceordering	801	89.21259595029599
python-mimeparse	802	89.22556381398765
aiodns	803	89.23853107198913
pytest-asyncio	804	89.2514772544448
cmd2	805	89.26440625507718
olefile	806	89.27732523091913
azure-mgmt-servicebus	807	89.29023158615566
opentracing	808	89.30311541960656
boltons	809	89.31599769556843
gym	810	89.32887648572154
sphinxcontrib-websupport	811	89.34164590553482
msgpack-python	812	89.35438822998361
strict-rfc3339	813	89.36711072735
azure-mgmt-search	814	89.37976310062756
azure-mgmt-applicationinsights	815	89.39240857645375
structlog	816	89.40504285319224
cognite-model-hosting	817	89.41762340892069
google-gax	818	89.43020277799083
h2o	819	89.44277847583687
yapf	820	89.45533638616945
cliff	821	89.46785331970766
feedparser	822	89.48029541960692
pyppeteer	823	89.49267524466755
plumbum	824	89.50503200405751
ccxt	825	89.51736857789535
flask-jwt-extended	826	89.52969444708647
altair	827	89.54198435805894
xmlschema	828	89.55426906504033
immutables	829	89.56646076767757
whitenoise	830	89.57865193879077
azure-mgmt-policyinsights	831	89.59083385149705
flask-migrate	832	89.60295051035794
slacker	833	89.6150599380198
rx	834	89.62711845062405
qrcode	835	89.63914585053104
jaydebeapi	836	89.65117080295529
azure-mgmt-msi	837	89.66312085993546
scrapy-splash	838	89.67505594771565
fastapi	839	89.68698243222315
azure-mgmt-iothubprovisioningservices	840	89.6989075941011
azure-mgmt-servicefabric	841	89.7108035097964
azure-mgmt-reservations	842	89.72269749717198
azure-storage-file	843	89.73459084177429
cmake	844	89.74647519991221
azure-mgmt-recoveryservicesbackup	845	89.75835599807523
azure-mgmt-advisor	846	89.77022376771902
azure-mgmt-recoveryservices	847	89.7820903012604
crayons	848	89.79395243427727
azure-mgmt-batchai	849	89.80580983302197
azure-mgmt-consumption	850	89.81766065570191
azure-mgmt-billing	851	89.82950030401624
azure-kusto-ingest	852	89.84133660249306
pg8000	853	89.85313433457517
line-profiler	854	89.86491521858167
azure-mgmt-signalr	855	89.87669465634835
langid	856	89.88845392092396
azure-mgmt-relay	857	89.90020868608686
tablib	858	89.91191286993977
xmlsec	859	89.92357717712946
tinycss2	860	89.9352400751624
flaky	861	89.94688011766208
